GROUP_NAME,DESCRIPTION,SMARTS_STRING,EXAMPLE_SMILES,COMPOUND_PROPOSAL_RULE,NEW_BB_PURCHASE_RULE
Pains_anil_no_alk_A(1),Pains,[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#7]=[#6]-2-[#6](=[#6]~[#6]~[#6]=[#6]-2)-[#1])-[#1])-[#1])-[#1])-[#1],,Alert,Alert
Pains_anil_no_alk_B(1),Pains,[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-n:2:c:c:c:c:2)-[#1])-[#6](-[#1])-[#1])-[#6](-[#1])-[#1])-[#1],,Alert,Alert
Pains_anil_no_alk_C(1),Pains,[#7](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-c:2:c(-[#1]):c(:c(-[#6](-[#1])-[#1]):o:2)-[#6]=[#8])-[#1])-[#1],,Alert,Alert
Pains_anil_no_alk_D(1),Pains,n:1:c(:c(:c(:c(:c:1-[#7](-[#1])-[#1])-[#6](-[#1])-[#1])-[#1])-[#6](-[#1])-[#1])-[#7](-[#1])-[#1],,Alert,Alert
Pains_anil_no_alk_indol_A(1),Pains,c:1:2:c(:c(:c(:c(:c:1-[#1])-[#1])-[#7](-[#1])-[#1])-[#1]):c(:c(-[#1]):n:2-[#6](-[#1])-[#1])-[#1],,Alert,Alert
Pains_anil_OC_alk_A(4),Pains,c:1:2:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1]):o:c:3:c(-[#1]):c(:c(-[#8]-[#6](-[#1])-[#1]):c(:c:2:3)-[#1])-[#7](-[#1])-[#6](-[#1])-[#1],,Alert,Alert
Pains_anil_OC_alk_B(3),Pains,"c:1:3:c(:c:c:c:c:1)-[#7]-2-[#6](=[#8])-[#6](=[#6](-[F,Cl,Br,I])-[#6]-2=[#8])-[#7](-[#1])-[#6]:[#6]:[#6]:[#6](-[#8]-[#6](-[#1])-[#1]):[#6]:[#6]:3",,Alert,Alert
Pains_anil_OC_alk_C(3),Pains,"[$([#1]),$([#6](-[#1])-[#1])]-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#6](-[#1])(-[#1])-c:2:n:c:c:n:2",,Alert,Alert
Pains_anil_OC_alk_D(2),Pains,"[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#6](-[#1])-[#1])-[#1])-[#7](-[#1])-[#6](-[#1])(-[#1])-c:2:c:c:c:c:c:2-[$([#6](-[#1])-[#1]),$([#8]-[#6](-[#1])-[#1])]",,Alert,Alert
Pains_anil_OC_alk_E(1),Pains,[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#8]-[#1])-[#6](-[#1])-[#1],,Alert,Alert
Pains_anil_OC_alk_F(1),Pains,[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#6](-[#1])(-[#6]=[#8])-[#16],,Alert,Alert
Pains_anil_OC_no_alk_A(8),Pains,[#7](-[#1])(-[#1])-c:1:c(:c(:c(:n:c:1-[#1])-[#8]-c:2:c:c:c:c:c:2)-[#1])-[#1],,Alert,Alert
Pains_anil_OC_no_alk_B(4),Pains,c:1:c(:c:2:c(:c:c:1):c:c:c:c:2)-[#8]-c:3:c(:c(:c(:c(:c:3-[#1])-[#1])-[#7]-[#1])-[#1])-[#1],,Alert,Alert
Pains_anil_OC_no_alk_C(3),Pains,[#7](-[#1])(-[#1])-c:1:c(:c:c:c:n:1)-[#8]-[#6](-[#1])(-[#1])-[#6]:[#6],,Alert,Alert
Pains_anil_OH_alk_A(8),Pains,c:1:c(:c:c:c:c:1)-[#6](-[#1])(-[#1])-[#7](-[#1])-c:2:c(:c(:c(:c(:c:2-[#1])-[#1])-[#8]-[#1])-[#1])-[#1],,Alert,Alert
Pains_anil_OH_no_alk_A(1),Pains,[#7](-[#1])(-[#1])-c:1:c:c:c(:c:c:1-[#8]-[#1])-[#16](=[#8])(=[#8])-[#8]-[#1],,Alert,Alert
Pains_anil_OH_no_alk_B(1),Pains,c:2(:c:1:c(:c(:c(:c(:c:1:c(:c(:c:2-[#8]-[#1])-[#6]=[#8])-[#1])-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-[#1],,Alert,Alert
Pains_anisol_A(5),Pains,"c:1(:c(:c(:c(:c(:c:1-[$([#1]),$([#6](-[#1])-[#1])])-[#1])-[#8]-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[$([#7](-[#1])-[#6](=[#8])-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#1])-[#6](-[#1])-[#1]),$([#6](-[#1])(-[#6](-[#1])-[#1])-[#7](-[#1])-[#6](=[#16])-[#7]-[#1])])-[#1])-[#8]-[#6](-[#1])-[#1]",,Alert,Alert
Pains_anisol_B(2),Pains,[#6](-[#1])(-[#1])-c:1:c(:c(:c(:c(:c:1-[#8]-[#6](-[#1])-[#1])-[#1])-[#1])-[#6](-[#1])(-[#1])-[#7](-[#1])-[#6;X4])-[#1],,Alert,Alert
Pains_anthranil_acid_A(19),Pains,C=NNc1ccccc1C(=O)[#8;H1],,Alert,Alert
Pains_anthranil_acid_B(3),Pains,c:1:c-3:c(:c:c(:c:1)-[#6](=[#8])-[#7](-[#1])-c:2:c(:c:c:c:c:2)-[#6](=[#8])-[#8]-[#1])-[#6](-[#7](-[#6]-3=[#8])-[#6](-[#1])-[#1])=[#8],,Alert,Alert
Pains_anthranil_acid_C(2),Pains,"c2(c(-[#7](-[#1])-[#1])n(-c:1:c:c:c:c:c:1-[#6](=[#8])-[#8]-[#1])nc2-[#6]=[#8])-[$([#6]#[#7]),$([#6]=[#16])]",,Alert,Alert
Pains_anthranil_acid_D(2),Pains,c:12:c(:c:c:c:n:1)c(c(-[#6](=[#8])~[#8;X1])s2)-[#7](-[#1])-[#1],,Alert,Alert
Pains_anthranil_acid_E(2),Pains,[#6]-3(=[#8])-[#6](=[#6](-[#1])-[#7](-[#1])-c:1:c:c:c:c:c:1-[#6](=[#8])-[#8]-[#1])-[#7]=[#6](-c:2:c:c:c:c:c:2)-[#8]-3,,Alert,Alert
Pains_anthranil_acid_F(2),Pains,c:1(:c:c(:c(:c:c:1)-[#7](-[#1])-[#6](=[#8])-[#6]:[#6])-[#6](=[#8])-[#8]-[#1])-[#8]-[#1],,Alert,Alert
Pains_anthranil_acid_G(1),Pains,c:1(:c(:c(:c(:c(:c:1-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#6](=[#8])-[#8]-[#1])-[#7](-[#1])-[#6]:[#6],,Alert,Alert
Pains_anthranil_acid_H(1),Pains,c:1:c(:c2:c(:c:c:1)c(c(n2-[#1])-[#6]:[#6])-[#6]:[#6])-[#6](=[#8])-[#8]-[#1],,Alert,Alert
Pains_anthranil_acid_I(1),Pains,c:1:2(:c(:c(:c(:o:1)-[#6])-[#1])-[#1])-[#6](=[#8])-[#7](-[#1])-[#6]:[#6](-[#1]):[#6](-[#1]):[#6](-[#1]):[#6](-[#1]):[#6]:2-[#6](=[#8])-[#8]-[#1],,Alert,Alert
Pains_anthranil_acid_J(1),Pains,[#7](-[#1])(-[#6]:[#6])-c:1:c(-[#6](=[#8])-[#8]-[#1]):c:c:c(:n:1)-[#6]:[#6],,Alert,Alert
Pains_anthranil_amide_A(1),Pains,c:1:c(:c:c:c:c:1)-[#6](=[#8])-[#7](-[#1])-c:2:c(:c:c:c:c:2)-[#6](=[#8])-[#7](-[#1])-[#7](-[#1])-c:3:n:c:c:s:3,,Alert,Alert
Pains_anthranil_one_A(38),Pains,CC(=O)c1ccccc1[#7;H1][!$([#6]=[#8])],,Alert,Alert
Pains_azo_A(324),Pains,[#7;!R]=[#7],,Alert,Alert
Pains_azulene(4),Pains,c:2:c:c:c:1:c(:c:c:c:1):c:c:2,,Alert,Alert
Pains_catechol_A(92),Pains,c:1:c:c(:c(:c:c:1)-[#8;H1])-[#8;H1],,Alert,Alert
Pains_colchicine_A(3),Pains,[#6]-1(-[#6](=[#6]-[#6]=[#6]-[#6]=[#6]-1)-[#7]-[#1])=[#7]-[#6],,Alert,Alert
Pains_colchicine_B(1),Pains,c:1(:c:c:c(:c:c:1)-[#6]-3=[#6]-[#6](-c2cocc2-[#6](=[#6]-3)-[#8]-[#1])=[#8])-[#16]-[#6](-[#1])-[#1],,Alert,Alert
Pains_colchicine_het(1),Pains,c:1-3:c(:c:c:c:c:1)-[#16]-[#6](=[#7]-[#7]=[#6]-2-[#6]=[#6]-[#6]=[#6]-[#6]=[#6]-2)-[#7]-3-[#6](-[#1])-[#1],,Alert,Alert
Pains_coumarin_A(2),Pains,c:1-3:c(:c(:c(:c(:c:1)-[#8]-[#6]-[#1])-[#1])-[#1])-c:2:c(:c(:c(:c(:c:2-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#6](=[#8])-[#8]-3,,Alert,Alert
Pains_coumarin_B(2),Pains,c:1-2:c(:c:c:c:c:1-[#6](-[#1])(-[#1])-[#6](-[#1])=[#6](-[#1])-[#1])-[#6](=[#6](-[#6](=[#8])-[#7](-[#1])-[#6]:[#6])-[#6](=[#8])-[#8]-2)-[#1],,Alert,Alert
Pains_coumarin_C(1),Pains,[#6]-2(-[#6]=[#7]-c:1:c:c(:c:c:c:1-[#8]-2)-[Cl])=[#8],,Alert,Alert
Pains_coumarin_D(1),Pains,c:1:c:c(:c:c-2:c:1-[#6](=[#6](-[#1])-[#6](=[#8])-[#8]-2)-c:3:c:c:c:c:c:3)-[#8]-[#6](-[#1])(-[#1])-[#6]:[#8]:[#6],,Alert,Alert
Pains_coumarin_E(1),Pains,c:1-3:c(:c:2:c(:c:c:1-[Br]):o:c:c:2)-[#6](=[#6]-[#6](=[#8])-[#8]-3)-[#1],,Alert,Alert
Pains_coumarin_F(1),Pains,c:1-3:c(:c:c:c:c:1)-[#6](=[#6](-[#6](=[#8])-[#7](-[#1])-c:2:n:o:c:c:2-[Br])-[#6](=[#8])-[#8]-3)-[#1],,Alert,Alert
Pains_coumarin_G(1),Pains,"c:1-2:c(:c:c(:c:c:1-[F,Cl,Br,I])-[F,Cl,Br,I])-[#6](=[#6](-[#6](=[#8])-[#7](-[#1])-[#1])-[#6](=[#7]-[#1])-[#8]-2)-[#1]",,Alert,Alert
Pains_coumarin_H(1),Pains,c:1-3:c(:c:c:c:c:1)-[#6](=[#6](-[#6](=[#8])-[#7](-[#1])-c:2:n:c(:c:s:2)-[#6]:[#16]:[#6]-[#1])-[#6](=[#8])-[#8]-3)-[#1],,Alert,Alert
Pains_cyanamide_A(1),Pains,[#8]-[#6](=[#8])-[#6](-[#1])(-[#1])-[#16;X2]-[#6](=[#7]-[#6]#[#7])-[#7](-[#1])-c:1:c:c:c:c:c:1,,Alert,Alert
Pains_cyano_amino_het_A(1),Pains,c:1(:c(:c:2:c(:n:c:1-[#7](-[#1])-[#1]):c:c:c(:c:2-[#7](-[#1])-[#1])-[#6]#[#7])-[#6]#[#7])-[#6]#[#7],,Alert,Alert
Pains_cyano_amino_het_B(1),Pains,n:1:c(:c(:c(:c(:c:1-[#16;X2]-c:2:c:c:c:c:c:2-[#7](-[#1])-[#1])-[#6]#[#7])-c:3:c:c:c:c:c:3)-[#6]#[#7])-[#7](-[#1])-[#1],,Alert,Alert
Pains_cyano_cyano_A(23),Pains,"[#6](-[#6]#[#7])(-[#6]#[#7])-[#6](-[$([#6]#[#7]),$([#6]=[#7])])-[#6]#[#7]",,Alert,Alert
Pains_cyano_cyano_B(3),Pains,[#6]-1(-[#6]#[#7])(-[#6]#[#7])-[#6](-[#1])(-[#6](=[#8])-[#6])-[#6]-1-[#1],,Alert,Alert
Pains_cyano_ene_amine_A(56),Pains,N#CC=C(N)C(C#N)C#N,,Alert,Alert
Pains_cyano_ene_amine_B(4),Pains,[#6]=[#6]-[#6](-[#6]#[#7])(-[#6]#[#7])-[#6](-[#6]#[#7])=[#6]-[#7](-[#1])-[#1],,Alert,Alert
Pains_cyano_ene_amine_C(3),Pains,[#6]:[#6]-[#6](=[#8])-[#7](-[#1])-[#6](=[#8])-[#6](-[#6]#[#7])=[#6](-[#1])-[#7](-[#1])-[#6]:[#6],,Alert,Alert
Pains_cyano_imine_A(37),Pains,[#7;H1][#7]=[#6](-[#6]#[#7])-[#6]=[!#6&!#1;!R],,Alert,Alert
Pains_cyano_imine_B(17),Pains,N#CC(C#N)=NNc1ccccc1,,Alert,Alert
Pains_cyano_imine_C(12),Pains,[#8]=[#16](=[#8])-[#6](-[#6]#[#7])=[#7]-[#7]-[#1],,Alert,Alert
Pains_cyano_imine_D(1),Pains,[#8]=[#6]-1-[#6](=[#7]-[#7]-[#6]-[#6]-1)-[#6]#[#7],,Alert,Alert
Pains_cyano_keto_A(2),Pains,[#6](-[#1])(-[#1])-[#6](-[#1])(-[#6]#[#7])-[#6](=[#8])-[#6],,Alert,Alert
Pains_cyano_misc_A(1),Pains,c:2(:c:1:c:c:c:c:c:1:n:n:c:2)-[#6](-[#6]:[#6])-[#6]#[#7],,Alert,Alert
Pains_cyano_pyridone_A(54),Pains,N#Cc1ccc[#7;H1]c1=S,,Alert,Alert
Pains_cyano_pyridone_B(27),Pains,"[!#6][#6]1=,:[#7][#6]([#6])=,:[#6](C#N)[#6](=O)[#7]1",,Alert,Alert
Pains_cyano_pyridone_C(11),Pains,[#6]-1(-[#6](=[#6](-[#6]#[#7])-[#6](~[#8])~[#7]~[#6]-1~[#8])-[#6](-[#1])-[#1])=[#6](-[#1])-[#6]:[#6],,Alert,Alert
Pains_cyano_pyridone_D(5),Pains,[#8]=[#6]-1-[#6](=[#6]-[#6](=[#7]-[#7]-1)-[#6]=[#8])-[#6]#[#7],,Alert,Alert
Pains_cyano_pyridone_E(4),Pains,[!#1]:[#6]-[#6]-1=[#6](-[#1])-[#6](=[#6](-[#6]#[#7])-[#6](=[#8])-[#7]-1-[#1])-[#6]:[#8],,Alert,Alert
Pains_cyano_pyridone_F(3),Pains,[#7]-2(-c:1:c:c:c:c:c:1)-[#6](=[#8])-[#6](=[#6]-[#6](=[#7]-2)-[#6]#[#7])-[#6]#[#7],,Alert,Alert
Pains_cyano_pyridone_G(1),Pains,[#7]-2(-c:1:c:c:c(:c:c:1)-[#8]-[#6](-[#1])-[#1])-[#6](=[#8])-[#6](=[#6]-[#6](=[#7]-2)-n:3:c:n:c:c:3)-[#6]#[#7],,Alert,Alert
Pains_dhp_amidine_A(1),Pains,[#7]-1(-[#1])-[#7]=[#6](-[#7]-[#1])-[#16]-[#6](=[#6]-1-[#6]:[#6])-[#6]:[#6],,Alert,Alert
Pains_dhp_amino_CN_A(13),Pains,[#7](-[#1])(-[#1])-[#6]-1=[#6](-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-[#6](=[#6](-[#6]=[#6])-[#8]-1)-[#6](-[#1])-[#1],,Alert,Alert
Pains_dhp_amino_CN_B(9),Pains,"[$([#7](-[#1])-[#1]),$([#8]-[#1])]-[#6]-2=[#6](-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-c:1:c(:n(-[#6]):n:c:1)-[#8]-2",,Alert,Alert
Pains_dhp_amino_CN_C(7),Pains,[#7](-[#1])(-[#1])-[#6]-1=[#6](-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-[#6](=[#6](-[#6]:[#6])-[#8]-1)-[#6]#[#7],,Alert,Alert
Pains_dhp_amino_CN_D(5),Pains,[#7](-[#1])(-[#1])-[#6]-2=[#6](-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-c:1:c(:c:c:s:1)-[#8]-2,,Alert,Alert
Pains_dhp_amino_CN_E(4),Pains,[#6](-[#1])(-[#1])-[#16;X2]-[#6]-1=[#6](-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-[#6](-[#6]#[#7])-[#6](=[#8])-[#7]-1,,Alert,Alert
Pains_dhp_amino_CN_F(3),Pains,[#7](-[#1])(-[#1])-[#6]-2=[#6](-[#6]#[#7])-[#6](-[#1])(-c:1:c:c:c:s:1)-[#6](=[#6](-[#6](-[#1])-[#1])-[#8]-2)-[#6](=[#8])-[#8]-[#6],,Alert,Alert
Pains_dhp_amino_CN_G(1),Pains,"[#16;X2]-1-[#6]=[#6](-[#6]#[#7])-[#6](-[#6])(-[#6]=[#8])-[#6](=[#6]-1-[#7](-[#1])-[#1])-[$([#6]=[#8]),$([#6]#[#7])]",,Alert,Alert
Pains_dhp_amino_CN_H(1),Pains,[#7](-[#1])(-[#1])-[#6]-1=[#6](-[#6]#[#7])-[#6](-[#1])(-[#6]:[#6])-[#16]-[#6;X4]-[#16]-1,,Alert,Alert
Pains_dhp_bis_amino_CN(19),Pains,"[#6]=,:[#6]C1C(C#N)=C(N)SC(N)=C1C#N",,Alert,Alert
Pains_dhp_keto_A(9),Pains,"[#7]-1(-[$([#6;X4]),$([#1])])-[#6]=:[#6](-[#6](=[#8])-[#6]:[#6]:[#6])-[#6](-[#6])-[#6](=[#6]-1-[#6](-[#1])(-[#1])-[#1])-[$([#6]=[#8]),$([#6]#[#7])]",,Alert,Alert
Pains_diazox_A(3),Pains,[#8](-c:1:c:c:c:c:c:1)-c:3:c:c:2:n:o:n:c:2:c:c:3,,Alert,Alert
Pains_diazox_B(3),Pains,[Cl]-c:2:c:c:1:n:o:n:c:1:c:c:2,,Alert,Alert
Pains_diazox_C(1),Pains,[#7]-2=[#7]-[#6]:1:[#7]:[!#6&!#1]:[#7]:[#6]:1-[#7]=[#7]-[#6]:[#6]-2,,Alert,Alert
Pains_diazox_D(1),Pains,[#6]-2(-[#1])(-[#8]-[#1])-[#6]:1:[#7]:[!#6&!#1]:[#7]:[#6]:1-[#6](-[#1])(-[#8]-[#1])-[#6]=[#6]-2,,Alert,Alert
Pains_diazox_E(1),Pains,[#7](-[#1])(-[#1])-c:1:c(-[#7](-[#1])-[#1]):c(:c(-[#1]):c:2:n:o:n:c:1:2)-[#1],,Alert,Alert
Pains_diazox_sulfon_A(36),Pains,"[#7](-c:1:c:c:c:c:c:1)-[#16](=[#8])(=[#8])-[#6]:2:[#6]:[#6]:[#6]:[#6]:3:[#7]:[$([#8]),$([#16])]:[#7]:[#6]:2:3",,Alert,Alert
Pains_diazox_sulfon_B(5),Pains,c:1:c(:c:c:c:c:1)-[#7]-2-[#6](-[#1])-[#6](-[#1])-[#7](-[#6](-[#1])-[#6]-2-[#1])-[#16](=[#8])(=[#8])-c:3:c:c:c:c:4:n:s:n:c:3:4,,Alert,Alert
Pains_dyes3A(19),Pains,"[#6]-,:[#6]:[#7+]=,:[#6][#6]=[#6][#7][#6;X4]",,Alert,Alert
Pains_dyes5A(27),Pains,"[#6]=,:[#6]:[#7]([#6])~[#6]:[#6]=,:[#6][#6]~[#6]:[#7]",,Alert,Alert
Pains_dyes7A(2),Pains,c:1:c(:c:c:c:c:1)-[#7](-[#6](-[#1])-[#1])-[#6](-[#1])=[#6](-[#1])-[#6]=!@[#6](-[#1])-[#6](-[#1])=[#6]-[#6]=@[#7]-c:2:c:c:c:c:c:2,,Alert,Alert
Pains_ene_cyano_A(19),Pains,[#6](-[#6]#[#7])(-[#6]#[#7])=[#6]-c:1:c:c:c:c:c:1,,Alert,Alert
Pains_ene_cyano_B(7),Pains,[#6]-1(=[#6]-[#6](-c:2:c:c(:c(:n:c-1:2)-[#7](-[#1])-[#1])-[#6]#[#7])=[#6])-[#6]#[#7],,Alert,Alert
Pains_ene_cyano_C(6),Pains,[#6]=[#6](-[#6]#[#7])-[#6](=[#7]-[#1])-[#7]-[#7],,Alert,Alert
Pains_ene_cyano_D(3),Pains,[#6](-[#6]#[#7])(-[#6]#[#7])=[#6](-[#16])-[#16],,Alert,Alert
Pains_ene_cyano_E(1),Pains,[#8]=[#6]-[#6](-[#1])=[#6](-[#6]#[#7])-[#6],,Alert,Alert
Pains_ene_cyano_F(1),Pains,[#8](-[#1])-[#6](=[#8])-c:1:c(:c(:c(:c(:c:1-[#8]-[#1])-[#1])-c:2:c(-[#1]):c(:c(:o:2)-[#6](-[#1])=[#6](-[#6]#[#7])-c:3:n:c:c:n:3)-[#1])-[#1])-[#1],,Alert,Alert
Pains_ene_cyano_G(1),Pains,n1(-[#6])c(c(-[#1])c(c1-[#6](-[#1])=[#6](-[#6]#[#7])-c:2:n:c:c:s:2)-[#1])-[#1],,Alert,Alert
Pains_ene_five_het_A(201),Pains,[#6]-1(=[#6])-[#6]=[#7]-[!#6&!#1]-[#6]-1=[#8],,Alert,Alert
Pains_ene_five_het_B(90),Pains,[#6]-1(=[#6])-[#6](-[#7]=[#6]-[#16]-1)=[#8],,Alert,Alert
Pains_ene_five_het_C(85),Pains,[#6]-1(-[#6](-[#6]=[#6]-[!#6&!#1]-1)=[#6])=[!#6&!#1],,Alert,Alert
Pains_ene_five_het_D(46),Pains,[#6]-1(=[#6])-[#6](=[#8])-[#7]-[#7]-[#6]-1=[#8],,Alert,Alert
Pains_ene_five_het_E(44),Pains,[#7]-[#6]=!@[#6]-2-[#6](=[#8])-c:1:c:c:c:c:c:1-[!#6&!#1]-2,,Alert,Alert
Pains_ene_five_het_F(15),Pains,O=[#6]2[#6](=!@[#6]c1ccccc1)Sc3ccccc23,,Alert,Alert
Pains_ene_five_het_G(10),Pains,"[#6]-1(=[#6])-[#6](-[#7,#16,#8][#6](-[!#1])=[#7]-1)=[#8]",,Alert,Alert
Pains_ene_five_het_H(6),Pains,[#7]-1=[#6]-[#6](-[#6](-[#7]-1)=[#16])=[#6],,Alert,Alert
Pains_ene_five_het_I(6),Pains,c:1(:c:c:c:o:1)-[#6](-[#1])=!@[#6]-3-[#6](=[#8])-c:2:c:c:c:c:c:2-[!#6&!#1]-3,,Alert,Alert
Pains_ene_five_het_J(4),Pains,[#16]=[#6]-1-[#7](-[#1])-[#6]=[#6]-[#6]-2=[#6]-1-[#6](=[#8])-[#8]-[#6]-2=[#6]-[#1],,Alert,Alert
Pains_ene_five_het_K(4),Pains,n1(-[#6])c(c(-[#1])c(c1-[#6](-[#1])=[#6]-2-[#6](=[#8])-[!#6&!#1]-[#6]=:[!#1]-2)-[#1])-[#1],,Alert,Alert
Pains_ene_five_het_L(4),Pains,[#8]=[#6]-3-[#6](=!@[#6](-[#1])-c:1:c:n:c:c:1)-c:2:c:c:c:c:c:2-[#7]-3,,Alert,Alert
Pains_ene_five_het_M(3),Pains,"[#6]-1=:[#6]-[#6](-[#6](-[$([#8]),$([#16])]-1)=[#6]-[#6]=[#8])=[#8]",,Alert,Alert
Pains_ene_five_het_N(1),Pains,"[#6]-2(=[#8])-[#6](=[#6](-[#1])-c:1:c(:c:c:c(:c:1)-[F,Cl,Br,I])-[#8]-[#6](-[#1])-[#1])-[#7]=[#6](-[#16]-[#6](-[#1])-[#1])-[#16]-2",,Alert,Alert
Pains_ene_five_hetA1(201A),Pains,"[#6]-1(=[#6])-[#6]=[#7]-[#7,#8,#16]-[#6]-1=[#8]",,Alert,Alert
Pains_ene_five_one_A(55),Pains,c:1-2:c(:c:c:c:c:1)-[#6](=[#8])-[#6](=[#6])-[#6]-2=[#8],,Alert,Alert
Pains_ene_five_one_B(1),Pains,c:2(:c:1-[#6](-[#6](-[#6](-c:1:c(:c(:c:2-[#1])-[#1])-[#1])(-[#1])-[#1])=[#8])=[#6](-[#6](-[#1])-[#1])-[#6](-[#1])-[#1])-[#1],,Alert,Alert
Pains_ene_misc_A(5),Pains,[#6]-1=[#6]-[#6](-[#8]-[#6]-1-[#8])(-[#8])-[#6],,Alert,Alert
Pains_ene_misc_B(2),Pains,[#6]:[#6]-[#6](-[#1])(-[#1])-[#6](-[#1])(-[#6]=[#8])-[#7]-2-[#6](=[#8])-[#6]-1(-[#1])-[#6](-[#1])(-[#1])-[#6]=[#6]-[#6](-[#1])(-[#1])-[#6]-1(-[#1])-[#6]-2=[#8],,Alert,Alert
Pains_ene_misc_C(1),Pains,c:1:c:c-2:c(:c:c:1)-[#6]=[#6]-[#6](-[#7]-2-[#6](=[#8])-[#7](-[#1])-c:3:c:c(:c(:c:c:3)-[#8]-[#6](-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])(-[#6](-[#1])-[#1])-[#6](-[#1])-[#1],,Alert,Alert
Pains_ene_misc_D(1),Pains,c:1-2:c(:c(:c(:c(:c:1-[#1])-[#8]-[#6](-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#6](=[#6](-[#6])-[#16]-[#6]-2(-[#1])-[#1])-[#6],,Alert,Alert
Pains_ene_misc_E(1),Pains,c:1(:c(:c-2:c(:c(:c:1-[#8]-[#6](-[#1])-[#1])-[#1])-[#6]=[#6]-[#6](-[#1])-[#16]-2)-[#1])-[#8]-[#6](-[#1])-[#1],,Alert,Alert
Pains_ene_one_A(3),Pains,[!#1]:1:[!#1]:[!#1]:[!#1](:[!#1]:[!#1]:1)-[#6](-[#1])=[#6](-[#1])-[#6](-[#7]-c:2:c:c:c:3:c(:c:2):c:c:c(:n:3)-[#7](-[#6])-[#6])=[#8],,Alert,Alert
Pains_ene_one_amide_A(1),Pains,c:1:c(:c:c:c:c:1)-[#6](-[#1])-[#7]-[#6](=[#8])-[#6](-[#7](-[#1])-[#6](-[#1])-[#1])=[#6](-[#1])-[#6](=[#8])-c:2:c:c:c(:c:c:2)-[#8]-[#6](-[#1])-[#1],,Alert,Alert
Pains_ene_one_amide_B(1),Pains,c2-3:c:c:c:1:c:c:c:c:c:1:c2-[#6](-[#1])-[#6;X4]-[#7]-[#6]-3=[#6](-[#1])-[#6](=[#8])-[#7](-[#6](-[#1])-[#1])-[#6](-[#1])-[#1],,Alert,Alert
Pains_ene_one_B(2),Pains,[#6](-[#16])(-[#7])=[#6](-[#1])-[#6]=[#6](-[#1])-[#6]=[#8],,Alert,Alert
Pains_ene_one_C(1),Pains,[#6]-1(=[#8])-[#6](-[#6](-[#6]#[#7])=[#6](-[#1])-[#7])-[#6](-[#7])-[#6]=[#6]-1,,Alert,Alert
Pains_ene_one_D(1),Pains,[#6](-[#8]-[#1]):[#6]-[#6](=[#8])-[#6](-[#1])=[#6](-[#6])-[#6],,Alert,Alert
Pains_ene_one_ene_A(57),Pains,[#6]=!@[#6](-[!#1])-@[#6](=!@[!#6&!#1])-@[#6](=!@[#6])-[!#1],,Alert,Alert
Pains_ene_one_ester(24),Pains,[#6]-[#8]-[#6](=[#8])-[#6](-[#7][#6])=[#6]-[#6](-[#6])=[#8],,Alert,Alert
Pains_ene_one_hal(17),Pains,"[#6]-[#6]=[#6](-[F,Cl,Br,I])-[#6](=[#8])-[#6]",,Alert,Alert
Pains_ene_one_one_A(1),Pains,[#8]=[#6]-[#6]-1=[#6](-[#16]-[#6](=[#6](-[#1])-[#6])-[#16]-1)-[#6]=[#8],,Alert,Alert
Pains_ene_one_one_B(1),Pains,[#6]-1(-[#6](=[#8])-[#6](-[#1])(-[#1])-[#6]-[#6](-[#1])(-[#1])-[#6]-1=[#8])=[#6](-[#7]-[#1])-[#6]=[#8],,Alert,Alert
Pains_ene_one_yne_A(1),Pains,[#6]#[#6]-[#6](=[#8])-[#6]#[#6],,Alert,Alert
Pains_ene_quin_methide(10),Pains,"[!#1]:[!#1]-[#6](-[$([#1]),$([#6]#[#7])])=[#6]-1-[#6]=:[#6]-[#6](=[$([#8]),$([#7;!R])])-[#6]=:[#6]-1",,Alert,Alert
Pains_ene_rhod_A(235),Pains,[#7]-1-[#6](=[#16])-[#16]-[#6](=[#6])-[#6]-1=[#8],,Alert,Alert
